report_year,division,category,subtype,count,count_
2023,D53,Crimes Against Property,Fraud,71,71
2022,D43,Crimes Against Property,Theft Under $5000,100,100
2018,D42,Crimes Against Property,Break & Enter-House,50,50
2017,D31,Crimes Against Property,Other,16,16
2023,D14,Crimes Against Property,Auto Theft,27,27
2022,D22,Crimes Against Property,Break & Enter-Commercial,59,59
2015,D14,Crimes Against Property,Break & Enter-Commercial,13,13
2022,D32,Crimes Against Property,Theft Under $5000,129,129
2017,D32,Crimes Against Property,Break & Enter-Other,3,3
2023,D11,Crimes Against Property,Auto Theft,46,46
2020,D42,Crimes Against Property,Fraud,44,44
2015,D22,Crimes Against Property,Theft Under $5000,11,11
2017,D12,Crimes Against Property,Other,98,98
2020,D11,Crimes Against Property,Break & Enter-Other,10,10
2016,D55,Crimes Against Property,Break & Enter-Other,5,5
2019,D42,Crimes Against Property,Theft Over $5000,3,3
2018,D32,Crimes Against Property,Other,18,18
2015,D14,Crimes Against Property,Theft Over $5000,4,4
2014,D43,Crimes Against Property,Other,150,150
2020,D14,Crimes Against Property,Break & Enter-House,11,11
2016,D14,Crimes Against Property,Auto Theft,17,17
2023,D12,Crimes Against Property,Theft Under $5000,115,115
2021,D14,Crimes Against Property,Break & Enter-Other,4,4
2021,D11,Crimes Against Property,Fraud,44,44
2014,D23,Crimes Against Property,Break & Enter-Commercial,71,71
2022,D32,Crimes Against Property,Theft Over $5000,36,36
2021,D52,Crimes Against Property,Theft Under $5000,1104,1104
2014,D53,Crimes Against Property,Theft Under $5000,151,151
2014,D23,Crimes Against Property,Break & Enter-House,8,8
2015,D22,Crimes Against Property,Auto Theft,13,13
2014,D42,Crimes Against Property,Fraud,62,62
2021,D31,Crimes Against Property,Theft Under $5000,40,40
2015,D23,Crimes Against Property,Fraud,22,22
2023,D22,Crimes Against Property,Break & Enter-Apartment,5,5
2014,D43,Crimes Against Property,Fraud,18,18
2018,D14,Crimes Against Property,Fraud,60,60
2022,D32,Crimes Against Property,Theft Over $5000,10,10
2022,D51,Crimes Against Property,Break & Enter-Other,4,4
2022,D32,Crimes Against Property,Fraud,57,57
2014,D55,Crimes Against Property,Theft Over $5000,4,4
2021,D22,Crimes Against Property,Theft Under $5000,345,345
2016,D31,Crimes Against Property,Theft Over $5000,2,2
2016,D42,Crimes Against Property,Break & Enter-Other,3,3
2014,D53,Crimes Against Property,Break & Enter-Commercial,49,49
2021,D12,Crimes Against Property,Fraud,24,24
2023,D55,Crimes Against Property,Fraud,58,58
2019,D32,Crimes Against Property,Auto Theft,8,8
2020,D41,Crimes Against Property,Other,35,35
2016,D55,Crimes Against Property,Theft Under $5000,146,146
2019,D11,Crimes Against Property,Break & Enter-House,4,4
2019,D43,Crimes Against Property,Fraud,118,118
2016,D52,Crimes Against Property,Auto Theft,7,7
2016,D55,Crimes Against Property,Break & Enter-House,36,36
2016,D23,Crimes Against Property,Break & Enter-House,17,17
2015,D55,Crimes Against Property,Other,73,73
2015,D55,Crimes Against Property,Break & Enter-House,28,28
2022,D23,Crimes Against Property,Break & Enter-House,18,18
2022,D23,Crimes Against Property,Break & Enter-Apartment,6,6
2019,D43,Crimes Against Property,Auto Theft,40,40
2020,D43,Crimes Against Property,Other,63,63
2019,D33,Crimes Against Property,Other,29,29
2017,D14,Crimes Against Property,Theft Over $5000,3,3
2017,D41,Crimes Against Property,Break & Enter-House,28,28
2014,D55,Crimes Against Property,Auto Theft,20,20
2021,D22,Crimes Against Property,Break & Enter-House,5,5
2015,D52,Crimes Against Property,Break & Enter-Other,14,14
2022,D42,Crimes Against Property,Other,66,66
2022,D23,Crimes Against Property,Break & Enter-House,6,6
2017,D23,Crimes Against Property,Theft Over $5000,6,6
2023,D51,Crimes Against Property,Other,119,119
2023,D32,Crimes Against Property,Theft Over $5000,15,15
2017,D22,Crimes Against Property,Other,144,144
2018,D31,Crimes Against Property,Theft Over $5000,11,11
2021,D51,Crimes Against Property,Fraud,137,137
2017,D42,Crimes Against Property,Theft Over $5000,7,7
2022,D11,Crimes Against Property,Theft Over $5000,1,1
2020,D32,Crimes Against Property,Theft Under $5000,435,435
2018,D53,Crimes Against Property,Auto Theft,31,31
2016,D22,Crimes Against Property,Break & Enter-Other,3,3
2023,D23,Crimes Against Property,Other,71,71
2019,D13,Crimes Against Property,Fraud,33,33
2015,D13,Crimes Against Property,Theft Under $5000,118,118
2022,D41,Crimes Against Property,Theft Over $5000,15,15
2014,D41,Crimes Against Property,Other,155,155
2021,D41,Crimes Against Property,Break & Enter-Apartment,2,2
2021,D13,Crimes Against Property,Break & Enter-Commercial,19,19
2022,D32,Crimes Against Property,Theft Under $5000,126,126
2017,D55,Crimes Against Property,Other,33,33
2022,D55,Crimes Against Property,Break & Enter-Other,5,5
2023,D13,Crimes Against Property,Auto Theft,38,38
2023,D42,Crimes Against Property,Theft Under $5000,181,181
2022,D14,Crimes Against Property,Theft Under $5000,482,482
2016,D32,Crimes Against Property,Fraud,19,19
2020,D53,Crimes Against Property,Other,40,40
2014,D51,Crimes Against Property,Auto Theft,10,10
2017,D23,Crimes Against Property,Break & Enter-House,5,5
2021,D33,Crimes Against Property,Other,52,52
2014,D32,Crimes Against Property,Break & Enter-Apartment,10,10
2018,D11,Crimes Against Property,Break & Enter-House,7,7
2020,D52,Crimes Against Property,Theft Under $5000,1438,1438
2023,D11,Crimes Against Property,Break & Enter-House,5,5
2023,D31,Crimes Against Property,Break & Enter-House,4,4
2020,D33,Crimes Against Property,Auto Theft,30,30
2017,D51,Crimes Against Property,Fraud,157,157
2020,D55,Crimes Against Property,Other,66,66
2022,D22,Crimes Against Property,Break & Enter-House,10,10
2019,D42,Crimes Against Property,Auto Theft,57,57
2020,D55,Crimes Against Property,Theft Under $5000,140,140
2019,D41,Crimes Against Property,Break & Enter-Apartment,7,7
2022,D33,Crimes Against Property,Break & Enter-Apartment,21,21
2019,D53,Crimes Against Property,Other,54,54
2014,D43,Crimes Against Property,Theft Under $5000,191,191
2015,D23,Crimes Against Property,Theft Under $5000,73,73
2017,D32,Crimes Against Property,Other,54,54
2017,D14,Crimes Against Property,Other,97,97
2015,D51,Crimes Against Property,Theft Under $5000,1,1
2022,D33,Crimes Against Property,Fraud,44,44
2017,D11,Crimes Against Property,Auto Theft,21,21
2017,D32,Crimes Against Property,Fraud,73,73
2023,D33,Crimes Against Property,Other,43,43
2021,D41,Crimes Against Property,Other,152,152
2023,D42,Crimes Against Property,Fraud,122,122
2017,D11,Crimes Against Property,Break & Enter-House,8,8
2018,D43,Crimes Against Property,Theft Over $5000,2,2
2021,D55,Crimes Against Property,Auto Theft,20,20
2023,D12,Crimes Against Property,Theft Under $5000,755,755
2015,D11,Crimes Against Property,Auto Theft,20,20
2018,D31,Crimes Against Property,Break & Enter-Commercial,22,22
2017,D42,Crimes Against Property,Theft Under $5000,161,161
2020,D51,Crimes Against Property,Theft Under $5000,474,474
2015,D22,Crimes Against Property,Other,22,22
2021,D32,Crimes Against Property,Theft Under $5000,104,104
2017,D11,Crimes Against Property,Theft Under $5000,286,286
2019,D53,Crimes Against Property,Fraud,60,60
2023,D13,Crimes Against Property,Break & Enter-Apartment,5,5
2020,D42,Crimes Against Property,Theft Under $5000,60,60
2018,D43,Crimes Against Property,Break & Enter-Apartment,3,3
2014,D41,Crimes Against Property,Break & Enter-House,7,7
2021,D41,Crimes Against Property,Theft Under $5000,570,570
2023,D55,Crimes Against Property,Fraud,31,31
2019,D53,Crimes Against Property,Break & Enter-House,10,10
2016,D43,Crimes Against Property,Theft Under $5000,120,120
2023,D53,Crimes Against Property,Break & Enter-Apartment,24,24
2022,D32,Crimes Against Property,Auto Theft,45,45
2021,D23,Crimes Against Property,Break & Enter-Apartment,10,10
2020,D31,Crimes Against Property,Theft Over $5000,19,19
2022,D22,Crimes Against Property,Break & Enter-House,8,8
2016,D32,Crimes Against Property,Break & Enter-House,16,16
2021,D42,Crimes Against Property,Break & Enter-House,6,6
2014,D51,Crimes Against Property,Theft Over $5000,2,2
2015,D22,Crimes Against Property,Auto Theft,25,25
2019,D31,Crimes Against Property,Fraud,147,147
2022,D12,Crimes Against Property,Fraud,55,55
2016,D12,Crimes Against Property,Fraud,20,20
2016,D42,Crimes Against Property,Theft Under $5000,202,202
2014,NSA,Crimes Against Property,Fraud,1,1
2022,D32,Crimes Against Property,Theft Under $5000,857,857
2022,D55,Crimes Against Property,Other,118,118
2020,D11,Crimes Against Property,Other,4,4
2022,D51,Crimes Against Property,Theft Over $5000,12,12
2016,D55,Crimes Against Property,Fraud,48,48
2020,D12,Crimes Against Property,Fraud,11,11
2020,D13,Crimes Against Property,Other,31,31
2022,D53,Crimes Against Property,Other,16,16
2015,D23,Crimes Against Property,Theft Over $5000,5,5
2020,D41,Crimes Against Property,Auto Theft,88,88
2015,D22,Crimes Against Property,Auto Theft,9,9
2015,D42,Crimes Against Property,Auto Theft,30,30
2019,D13,Crimes Against Property,Other,12,12
2016,D43,Crimes Against Property,Break & Enter-House,12,12
2019,D33,Crimes Against Property,Break & Enter-Apartment,26,26
2022,D11,Crimes Against Property,Other,93,93
2022,D11,Crimes Against Property,Break & Enter-Apartment,12,12
2016,D23,Crimes Against Property,Fraud,52,52
2017,D12,Crimes Against Property,Break & Enter-House,7,7
2016,D32,Crimes Against Property,Fraud,37,37
2020,D13,Crimes Against Property,Auto Theft,25,25
2021,D13,Crimes Against Property,Fraud,16,16
2018,D42,Crimes Against Property,Other,2,2
2014,D32,Crimes Against Property,Break & Enter-Commercial,7,7
2019,D23,Crimes Against Property,Auto Theft,52,52
2014,D14,Crimes Against Property,Break & Enter-Apartment,20,20
2014,D53,Crimes Against Property,Auto Theft,6,6
2022,D55,Crimes Against Property,Theft Under $5000,105,105
2022,D22,Crimes Against Property,Break & Enter-Commercial,13,13
2014,D53,Crimes Against Property,Fraud,30,30
2017,D32,Crimes Against Property,Other,41,41
2014,D31,Crimes Against Property,Other,148,148
2023,D41,Crimes Against Property,Fraud,36,36
2023,D52,Crimes Against Property,Break & Enter-Apartment,37,37
2022,D53,Crimes Against Property,Break & Enter-Other,5,5
2020,D42,Crimes Against Property,Other,49,49
2016,D32,Crimes Against Property,Theft Under $5000,128,128
2016,D55,Crimes Against Property,Break & Enter-House,63,63
2017,D11,Crimes Against Property,Fraud,14,14
2022,D32,Crimes Against Property,Other,32,32
2021,D13,Crimes Against Property,Auto Theft,22,22
2019,D55,Crimes Against Property,Other,47,47
2015,D11,Crimes Against Property,Other,81,81
2023,D14,Crimes Against Property,Theft Under $5000,46,46
2023,D31,Crimes Against Property,Break & Enter-House,24,24
2018,D43,Crimes Against Property,Fraud,18,18
2017,D55,Crimes Against Property,Break & Enter-Apartment,7,7
2021,D52,Crimes Against Property,Theft Over $5000,11,11
2020,D32,Crimes Against Property,Theft Over $5000,11,11
2017,D13,Crimes Against Property,Theft Over $5000,4,4
2018,D13,Crimes Against Property,Break & Enter-House,4,4
2023,D43,Crimes Against Property,Theft Over $5000,3,3
2018,D41,Crimes Against Property,Theft Under $5000,430,430
2023,D53,Crimes Against Property,Theft Under $5000,255,255
2017,D14,Crimes Against Property,Auto Theft,7,7
2019,D42,Crimes Against Property,Break & Enter-Apartment,17,17
2020,D11,Crimes Against Property,Other,33,33
2018,D32,Crimes Against Property,Break & Enter-Commercial,33,33
2015,D55,Crimes Against Property,Break & Enter-Commercial,3,3
2015,D22,Crimes Against Property,Fraud,19,19
2018,D13,Crimes Against Property,Theft Under $5000,268,268
2016,D52,Crimes Against Property,Other,191,191
2018,D32,Crimes Against Property,Break & Enter-House,30,30
2019,D51,Crimes Against Property,Theft Under $5000,919,919
2014,D31,Crimes Against Property,Theft Under $5000,11,11
2020,D33,Crimes Against Property,Theft Under $5000,259,259
2018,D41,Crimes Against Property,Break & Enter-Apartment,12,12
2020,D31,Crimes Against Property,Auto Theft,83,83
2019,D23,Crimes Against Property,Theft Under $5000,233,233
2014,D52,Crimes Against Property,Other,76,76
2023,D55,Crimes Against Property,Theft Under $5000,52,52
2017,D14,Crimes Against Property,Theft Over $5000,13,13
2017,D13,Crimes Against Property,Other,63,63
2022,D41,Crimes Against Property,Theft Under $5000,536,536
2016,D42,Crimes Against Property,Break & Enter-Apartment,3,3
2023,D43,Crimes Against Property,Auto Theft,39,39
2016,D12,Crimes Against Property,Break & Enter-Other,2,2
2021,D12,Crimes Against Property,Other,78,78
2020,D52,Crimes Against Property,Fraud,76,76
2016,D52,Crimes Against Property,Other,17,17
2017,D41,Crimes Against Property,Break & Enter-House,45,45
2015,D13,Crimes Against Property,Other,55,55
2016,D22,Crimes Against Property,Theft Under $5000,104,104
2022,D13,Crimes Against Property,Break & Enter-Commercial,13,13
2021,D51,Crimes Against Property,Break & Enter-Commercial,9,9
2020,D32,Crimes Against Property,Theft Over $5000,9,9
2014,D53,Crimes Against Property,Break & Enter-House,28,28
2022,D31,Crimes Against Property,Break & Enter-Other,3,3
2016,D53,Crimes Against Property,Fraud,72,72
2014,D14,Crimes Against Property,Break & Enter-House,17,17
2019,D32,Crimes Against Property,Auto Theft,26,26
2023,D51,Crimes Against Property,Auto Theft,37,37
2019,D31,Crimes Against Property,Other,19,19
2016,D12,Crimes Against Property,Fraud,12,12
2019,D33,Crimes Against Property,Other,75,75
2020,D12,Crimes Against Property,Auto Theft,18,18
2020,D22,Crimes Against Property,Other,117,117
2016,D22,Crimes Against Property,Other,92,92
2021,D53,Crimes Against Property,Break & Enter-Other,3,3
2016,D22,Crimes Against Property,Break & Enter-Apartment,14,14
2021,D22,Crimes Against Property,Break & Enter-House,8,8
2018,D55,Crimes Against Property,Break & Enter-Apartment,10,10
2023,D55,Crimes Against Property,Auto Theft,61,61
2021,D41,Crimes Against Property,Break & Enter-House,2,2
2019,D42,Crimes Against Property,Theft Under $5000,260,260
2018,D32,Crimes Against Property,Break & Enter-House,9,9
2018,D23,Crimes Against Property,Theft Under $5000,71,71
2014,D13,Crimes Against Property,Theft Over $5000,6,6
2017,D43,Crimes Against Property,Theft Over $5000,10,10
2018,D22,Crimes Against Property,Fraud,33,33
2016,D41,Crimes Against Property,Fraud,17,17
2017,D11,Crimes Against Property,Auto Theft,9,9
2022,D41,Crimes Against Property,Other,46,46
2015,D13,Crimes Against Property,Break & Enter-House,12,12
2016,D14,Crimes Against Property,Theft Under $5000,287,287
2015,D32,Crimes Against Property,Auto Theft,6,6
2021,D53,Crimes Against Property,Other,41,41
2015,D12,Crimes Against Property,Other,85,85
2017,D43,Crimes Against Property,Other,258,258
2023,D12,Crimes Against Property,Auto Theft,48,48
2021,D22,Crimes Against Property,Auto Theft,61,61
2019,D23,Crimes Against Property,Break & Enter-Apartment,18,18
2023,D42,Crimes Against Property,Theft Over $5000,17,17
2022,D12,Crimes Against Property,Auto Theft,30,30
2020,D43,Crimes Against Property,Other,6,6
2016,D31,Crimes Against Property,Other,65,65
2020,D41,Crimes Against Property,Break & Enter-Apartment,8,8
2015,D12,Crimes Against Property,Theft Under $5000,47,47
2022,D22,Crimes Against Property,Other,60,60
2021,D12,Crimes Against Property,Other,42,42
2019,D31,Crimes Against Property,Other,132,132
2021,D14,Crimes Against Property,Theft Under $5000,149,149
2019,D42,Crimes Against Property,Auto Theft,86,86
2023,D31,Crimes Against Property,Break & Enter-Commercial,74,74
2021,D43,Crimes Against Property,Other,13,13
2015,D52,Crimes Against Property,Break & Enter-Commercial,22,22
2020,D53,Crimes Against Property,Theft Under $5000,96,96
2023,D12,Crimes Against Property,Auto Theft,13,13
2020,D22,Crimes Against Property,Theft Over $5000,7,7
2016,D51,Crimes Against Property,Break & Enter-Apartment,60,60
2015,D43,Crimes Against Property,Other,38,38
2020,D41,Crimes Against Property,Theft Under $5000,76,76
2017,D43,Crimes Against Property,Other,28,28
2021,D14,Crimes Against Property,Theft Under $5000,367,367
2014,D43,Crimes Against Property,Theft Under $5000,55,55
2023,D51,Crimes Against Property,Auto Theft,31,31
2021,D22,Crimes Against Property,Fraud,29,29
2022,D53,Crimes Against Property,Theft Over $5000,5,5
2023,D53,Crimes Against Property,Break & Enter-Apartment,19,19
2020,D11,Crimes Against Property,Auto Theft,29,29
2015,D43,Crimes Against Property,Break & Enter-House,7,7
2016,D23,Crimes Against Property,Theft Under $5000,129,129
2019,D23,Crimes Against Property,Break & Enter-Apartment,10,10
2015,D14,Crimes Against Property,Other,83,83
2021,D52,Crimes Against Property,Other,256,256
2018,D14,Crimes Against Property,Break & Enter-Apartment,28,28
2020,D41,Crimes Against Property,Fraud,129,129
2015,D52,Crimes Against Property,Break & Enter-Commercial,18,18
2021,D53,Crimes Against Property,Break & Enter-Apartment,12,12
2022,D43,Crimes Against Property,Break & Enter-House,7,7
2017,D14,Crimes Against Property,Break & Enter-House,15,15
2017,D14,Crimes Against Property,Break & Enter-Commercial,8,8
2018,D32,Crimes Against Property,Theft Under $5000,952,952
2023,D51,Crimes Against Property,Fraud,114,114
2020,D51,Crimes Against Property,Fraud,5,5
2022,D14,Crimes Against Property,Fraud,114,114
2016,D55,Crimes Against Property,Break & Enter-Other,2,2
